@relation questions

@attribute age_of_account numeric
@attribute badge_score numeric
@attribute posts_with_neg_score numeric
@attribute post_score numeric
@attribute accepted_answer_score numeric
@attribute comment_score numeric
@attribute num_of_URLs numeric
@attribute num_of_stackOverflow_URLs numeric
@attribute title_length numeric
@attribute body_length numeric
@attribute num_of_tags numeric
@attribute num_of_punctuation_marks numeric
@attribute num_of_short_words numeric
@attribute num_of_special_characters numeric
@attribute num_of_lower_case_characters numeric
@attribute num_of_upper_case_characters numeric
@attribute code_snippet_length numeric
@attribute class {closed,not_closed}

@data
1437729380740,0.098781,0,50,285,4,0,0,32,1030,5,33,40,156,634,35,0,not_closed
1437754797480.999936,0.11671,0,135,135,12,0,0,45,2950,5,92,74,324,1948,269,1980,not_closed
1437732318526.000128,0.026115,0,16,30,2,0,0,19,170,2,3,11,8,134,2,0,not_closed
1437689280004,0.001733,0,0,0,0,0,0,107,1989,3,54,64,225,1264,125,1036,not_closed
1437733426647.000064,0.008562,0,2,0,0,1,0,61,370,4,11,20,41,258,19,0,not_closed
1437684291324.999936,0.019972,0,7,0,0,0,0,35,708,4,22,28,94,415,29,445,not_closed
1437701147376.999936,0.067566,1,1,45,0,0,0,53,1600,2,61,11,238,1168,25,1437,not_closed
1437783799540.999936,48.831121,0,282,285,6,0,0,77,640,4,13,24,68,423,23,246,not_closed
1437741341054.000128,29.093854,2,117,285,12,0,0,57,710,3,21,25,113,493,18,231,not_closed
1437701311495.000064,0.067566,1,1,45,0,0,0,21,312,1,7,16,37,213,21,48,not_closed
1437699149705.999872,0.003496,0,1,0,0,0,0,84,2707,3,99,105,259,1687,59,1118,not_closed
1437701357447.000064,0.067566,1,1,45,0,0,0,69,417,1,12,35,48,260,39,87,not_closed
1437765338411.000064,0.040068,0,10,30,2,0,0,43,690,3,18,36,86,447,44,144,not_closed
1437689662392,0.002335,0,7,0,0,0,0,58,1729,5,79,40,327,902,47,1213,not_closed
1437737357811.000064,0.004978,0,7,0,0,0,0,54,2883,4,114,86,368,1113,17,2486,not_closed
1437763415628,0.00908,1,10,15,0,1,0,38,1783,2,52,83,259,1194,36,395,not_closed
1437769964856.999936,0.011717,0,8,15,0,0,0,80,405,3,6,23,22,310,8,0,not_closed
1437680508031.000064,0.001931,1,-6,0,0,0,0,40,195,1,9,12,38,123,5,33,not_closed
1437705286561.999872,0.018803,3,2,0,0,0,0,55,1255,4,33,45,128,784,65,627,not_closed
1437771437793.999872,0.002644,0,0,0,0,0,0,67,645,1,14,21,159,385,15,233,not_closed
1437790181856.999936,0.099324,0,32,120,2,0,0,60,2401,2,79,94,372,1386,84,830,not_closed
1437762744219.000064,0.386005,1,156,60,7,1,0,35,1374,4,25,79,145,981,50,0,not_closed
1437761187510.000128,0.05149,0,33,135,3,1,0,34,13142,3,825,313,2126,6575,171,11953,not_closed
1437697208984.999936,0.009079,0,6,0,0,0,0,65,660,5,15,55,30,490,12,0,not_closed
1437686143292.999936,0.022324,0,10,0,0,0,0,30,2423,2,101,23,424,1503,107,1889,not_closed
1437684258038.000128,0.000853,0,1,0,0,0,0,67,861,4,14,77,43,634,21,0,not_closed
1437718855020.999936,0.00672,0,5,0,0,0,0,91,10779,2,641,111,1072,8076,715,0,not_closed
1437729381687.000064,0.01662,0,5,0,0,2,0,60,903,3,49,9,146,654,12,0,not_closed
1437768315824.999936,0.293263,0,148,60,4,0,0,50,556,3,14,23,81,377,12,0,not_closed
1437789076796.999936,0.12011,0,128,90,2,0,0,30,396,3,7,25,23,281,22,0,not_closed
1437843171532.999936,0.146016,1,96,75,2,0,0,115,418,5,7,24,21,317,10,35,not_closed
1437825660617.999872,0.098535,1,138,75,7,0,0,59,889,4,26,42,85,656,21,252,not_closed
1437692120972.999936,0.121915,2,63,120,2,0,0,76,606,5,8,49,32,449,13,25,not_closed
1437691376844,0.021439,1,6,15,0,0,0,59,2538,5,169,79,446,1445,137,1919,not_closed
1437761533852.999936,0.060009,2,49,30,1,0,0,55,666,1,18,43,62,471,17,107,not_closed
1437705685950.000128,0.019668,2,5,30,0,1,0,63,1897,3,74,48,247,1019,30,1185,not_closed
1437790750083.000064,0.099324,0,32,120,2,1,0,59,4232,3,152,107,440,2887,385,2469,not_closed
1437747829260.999936,0.180269,0,84,45,0,0,0,49,340,3,5,18,42,227,17,43,not_closed
1437682141380,0.003114,0,0,0,0,0,0,36,1852,4,75,60,281,1152,129,1088,not_closed
1437859343372.999936,0.272717,0,138,75,3,0,0,60,545,2,24,19,69,352,33,340,not_closed
1437688957060,0.012247,0,9,0,0,1,0,51,4120,4,116,147,396,2639,270,2550,not_closed
1437696621803.000064,0.002195,0,0,0,0,1,0,75,2455,2,100,47,338,1442,66,1633,not_closed
1437745428198.000128,0.016164,0,25,75,3,0,0,40,568,5,10,48,18,431,11,0,not_closed
1437854851158.000128,1.660577,0,238,180,20,2,2,44,2010,3,81,52,316,1301,117,886,not_closed
1437692875296.999936,0.015895,0,7,0,0,0,0,66,418,5,5,21,27,317,13,0,not_closed
1437697284244.999936,0.013982,0,3,0,0,0,0,78,1089,1,35,27,138,639,133,755,not_closed
1437691771599.000064,0.104182,3,10,30,5,0,0,34,289,2,7,24,29,202,8,0,not_closed
1437754196695.000064,0.008265,0,4,0,0,0,0,37,196,3,4,23,10,141,5,0,not_closed
1437784482087.000064,0.005947,0,1,0,0,0,0,74,1567,4,46,70,158,1082,68,446,not_closed
1437869735183.000064,0.015305,0,22,0,4,0,0,63,773,1,17,61,39,577,10,47,not_closed
1437804117131.000064,0.02245,0,60,0,7,0,0,82,1385,4,26,88,78,1054,24,0,not_closed
1437776026624,0.18696,2,104,30,4,0,0,56,313,4,4,21,37,219,5,27,not_closed
1437840879326.000128,0.570568,3,70,90,1,1,0,38,736,3,26,15,125,515,9,285,not_closed
1437895132939.000064,0.620985,0,318,210,2,0,0,60,3596,2,87,105,316,2405,209,2296,not_closed
1437910024828,0.02272,1,34,0,0,0,0,58,576,1,16,44,65,394,15,124,not_closed
1437755615592.999936,0.005944,0,12,0,0,1,0,51,2035,4,48,95,243,1397,92,518,not_closed
1437777693944.999936,0.001733,0,0,0,0,0,0,32,862,5,19,45,39,626,39,0,not_closed
1437760683758.000128,0.004723,2,-2,0,0,0,0,37,5476,3,414,67,707,3888,308,369,not_closed
1437757314096,0.021703,0,7,0,1,0,0,69,7963,2,198,145,758,4569,617,6818,not_closed
1437876399900,0.065814,1,44,105,3,0,0,55,1962,4,81,71,285,1307,47,1085,not_closed
1437748044324,0.003843,0,3,0,3,0,0,61,1053,1,36,77,133,630,12,625,not_closed
1437790650968,0.021449,0,40,0,0,0,0,62,2367,3,100,104,295,1439,142,1256,not_closed
1437752147310.000128,0.019862,1,3,60,0,0,0,60,876,4,34,24,99,600,71,425,not_closed
1437923321025.999872,0.050546,0,49,15,5,0,0,51,676,5,5,63,30,483,34,0,not_closed
1437750803975.000064,0,0,0,0,0,0,0,33,650,4,17,31,99,408,23,83,not_closed
1437797945150.000128,0.656279,0,70,150,10,1,0,89,5834,3,375,105,760,3761,378,4924,not_closed
1437908480048.999936,0.164661,0,234,120,0,0,0,46,1298,2,30,79,120,927,23,79,not_closed
1437816355302.000128,9.046457,1,81,150,5,0,0,36,1631,4,66,49,151,1072,185,1169,not_closed
1437789204576.999936,0.119184,0,30,60,0,1,0,82,833,3,36,46,93,560,9,216,not_closed
1437782167846.000128,0.01603,2,-1,0,0,0,0,26,865,3,57,18,153,580,15,493,not_closed
1437755666880.999936,0.002753,0,0,0,0,0,0,59,820,4,13,45,71,589,21,0,not_closed
1437805469144,3.751422,0,41,120,2,0,0,22,1035,2,27,62,77,747,37,32,not_closed
1437752086207.000064,0.019171,0,38,0,0,0,0,73,869,4,20,56,84,602,44,0,not_closed
1437788834336,0.001873,0,3,0,0,0,0,63,634,2,8,42,35,455,37,0,not_closed
1437846446276.999936,0.16085,0,57,105,7,1,0,26,514,3,12,26,68,358,10,87,not_closed
1437795035608.999936,0.007167,0,7,30,0,1,0,53,1208,2,55,48,143,851,25,490,not_closed
1437761693846.000128,0.014116,0,2,0,0,0,0,54,6380,3,388,147,715,4633,370,5096,not_closed
1437792674596,0.054947,0,34,45,0,0,0,20,338,2,5,30,11,257,8,0,not_closed
1437898782894.000128,2.977211,0,578,195,17,1,0,36,3093,5,98,60,354,1948,273,2367,not_closed
1437849022092,0.279787,0,68,90,6,0,0,65,964,5,25,54,79,645,58,0,not_closed
1437811568942.000128,29.093691,2,117,285,12,0,0,57,710,3,21,25,113,493,18,231,not_closed
1437826528792,0.014061,2,5,0,0,0,0,66,213,4,4,10,27,137,17,0,not_closed
1437789543311.000064,0.060755,4,23,75,0,0,0,68,390,1,11,19,46,280,9,0,not_closed
1437756898720,0.00328,0,5,0,0,0,0,47,1467,4,33,88,165,992,30,158,not_closed
1437795287424.999936,0.038983,1,6,15,0,0,0,55,1421,5,21,72,229,870,76,383,not_closed
1437837705691.000064,0.013352,0,18,0,1,1,1,43,1759,5,45,91,267,1092,76,389,not_closed
1437816597686.000128,0.01471,0,9,30,1,0,0,74,2290,4,103,53,279,1449,98,1269,not_closed
1437750026235.000064,0.002585,0,1,0,0,0,0,50,203,2,2,15,16,146,6,0,not_closed
1437886243144,0.034742,1,29,30,1,0,0,61,1178,1,31,44,131,821,32,323,not_closed
1437747952044.999936,0.005325,1,-10,0,0,0,0,66,783,2,31,19,187,462,14,376,not_closed
1437848825377.999872,0.035755,0,11,0,4,1,0,77,869,4,15,25,111,584,68,0,not_closed
1437751054303.000064,0.001733,0,0,0,0,0,0,56,197,3,5,13,15,139,11,0,not_closed
1437774048108,0.00894,0,13,0,5,0,0,63,817,2,12,38,99,583,34,0,not_closed
1437908474435.000064,0.572701,3,365,90,5,2,1,64,1831,3,51,59,273,1077,90,952,not_closed
1437802812771.000064,0.008003,1,1,0,0,0,0,50,288,2,6,19,25,207,5,0,not_closed
1437789684300,0.018796,5,-7,0,0,0,0,59,145,3,2,12,9,108,1,0,not_closed
1437869192497.999872,0.044804,2,37,15,1,1,0,51,518,3,14,31,49,374,16,0,not_closed
1437797615998.000128,0.014843,1,13,75,5,0,0,52,1093,2,8,43,109,624,173,450,not_closed
1437759529520.999936,0.001733,0,0,0,0,0,0,26,1666,2,72,29,268,988,97,1333,not_closed
1437899380686.000128,0.762853,1,416,180,4,2,0,86,2319,3,83,68,307,1312,33,1404,not_closed
1437809611295.000064,0.016665,0,19,0,0,1,1,66,1858,4,41,62,225,1236,148,0,not_closed
1437760604169.999872,0.000852,0,2,0,0,0,0,66,2803,5,95,74,396,1717,24,2069,not_closed
1437750662204.999936,0.004214,0,1,0,0,0,0,75,874,3,66,41,150,527,9,537,not_closed
1437771087883.000064,0.10219,6,4,15,0,0,0,61,946,4,9,51,150,660,19,366,not_closed
1437758863560.999936,0.017832,2,13,0,0,0,0,50,150,2,3,12,9,109,3,0,not_closed
1437798670247.000064,0.386148,1,42,105,7,0,0,52,16799,3,736,205,1625,9881,1434,16484,not_closed
1437749310601.999872,0.000852,0,8,0,0,0,0,39,810,2,46,45,116,411,26,328,not_closed
1437821235886.000128,0.003605,0,1,15,0,0,0,41,841,5,19,52,53,591,28,0,not_closed
1437764572708.999936,0.097256,0,43,0,0,2,0,85,2017,2,52,95,205,1325,112,714,not_closed
1437829298084,0.006146,0,4,30,1,0,0,35,608,3,27,12,94,388,67,284,not_closed
1437828357003.000064,0.163785,0,12,30,4,0,0,89,806,2,20,49,53,582,28,0,not_closed
1437868850828,0.467725,0,113,75,8,0,0,34,3185,4,54,87,365,1913,334,1873,not_closed
1437819197220,0.034583,2,42,30,3,0,0,50,807,3,17,53,66,591,12,49,not_closed
1437791762087.000064,0.006596,2,-1,0,0,0,0,29,232,5,3,13,15,178,3,0,not_closed
1437789148396.999936,0.040595,3,23,15,1,0,0,39,593,3,8,34,49,430,19,35,not_closed
1437906060123.000064,0.718706,0,436,165,4,0,0,62,288,2,15,17,42,188,12,104,not_closed
1437777846752,0.01583,0,5,0,0,0,0,64,1648,2,59,32,270,961,25,1308,not_closed
1437846650556,0.045821,1,69,30,6,0,0,52,520,4,15,30,82,353,18,0,not_closed
1437755163180,0.001872,0,2,0,0,0,0,59,3675,2,154,75,377,2225,295,3303,not_closed
1437771494817.999872,0.123564,1,7,15,0,0,0,74,2728,4,80,112,306,1452,64,2217,not_closed
1437796308788.999936,0.010795,1,14,15,0,0,0,32,1916,2,115,23,226,1288,226,901,not_closed
1437907894246.000128,0.483951,1,102,135,3,0,0,66,1271,2,36,54,183,878,32,507,not_closed
1437804870988,0.025838,1,25,15,3,1,0,47,563,5,13,30,57,399,13,0,not_closed
1437936304432,1.03379,0,185,120,21,2,0,31,2846,3,116,62,388,1788,75,1484,not_closed
1437755757905.999872,0.008003,1,5,0,0,2,0,44,2176,3,107,71,333,1460,59,1314,not_closed
1437833003792.999936,0.11238,0,87,150,4,0,0,52,879,2,37,24,124,575,46,620,not_closed
1437840973345.999872,0.965852,0,182,285,10,1,0,75,8723,3,593,139,1029,5887,565,7857,not_closed
1437766270172.999936,0.015025,1,16,0,0,1,0,56,1408,1,55,19,222,906,90,1006,not_closed
1437773159369.999872,0.034282,1,38,30,1,0,0,57,218,3,7,11,34,141,8,0,not_closed
1437758113323.000064,0.020817,2,5,60,1,0,0,51,2281,4,46,64,246,1171,121,1718,not_closed
1437866584607.000064,0.122645,2,79,90,1,0,0,47,1450,4,30,82,88,1049,46,0,not_closed
1437864346524,1.210813,3,70,180,5,0,0,59,730,5,14,35,64,515,27,0,not_closed
1437811024025.999872,0.028564,0,6,0,0,0,0,34,2267,4,64,66,353,1173,63,1983,not_closed
1437756798784,0.002278,0,7,0,0,0,0,75,838,5,23,18,94,503,64,0,not_closed
1437883987150.000128,0.350707,3,199,150,0,0,0,36,474,2,10,15,65,331,10,123,not_closed
1437860680460,0.177798,0,84,90,2,0,0,32,471,5,16,18,100,282,19,183,not_closed
1437761448232,0.015305,0,16,75,4,1,0,45,758,3,19,63,52,547,15,0,not_closed
1437762443889.999872,0.068634,1,35,75,1,0,0,32,1565,5,33,86,142,1084,79,47,not_closed
1437804704880,0.013057,1,13,60,0,0,0,62,1610,4,60,51,221,1081,48,628,not_closed
1437836954764.999936,0.064957,0,36,150,5,0,0,40,627,2,15,16,93,432,29,278,not_closed
1437879737500,1.1896,3,71,195,3,0,0,39,876,3,20,59,114,598,24,131,not_closed
1437797885942.000128,0.043006,0,22,105,9,1,0,46,1837,1,99,84,229,946,64,1142,not_closed
1437892404924.999936,0.02682,0,16,30,2,1,0,51,2565,2,159,52,512,1434,122,2099,not_closed
1437759339164,0,0,0,0,0,0,0,54,15683,2,579,228,1560,7897,1151,12947,not_closed
1437839537251.000064,0.036981,0,58,15,1,0,0,39,452,2,15,26,50,319,27,165,not_closed
1437767856601.999872,0.00091,0,0,0,0,0,0,46,577,4,5,25,79,355,52,212,not_closed
1437760349326.000128,0.055992,0,14,135,6,0,0,59,1450,3,43,122,285,590,19,1060,not_closed
